name,categories,images,rating,price,description,created_at,updated_at
"SKINN BY TITAN Skinn Raw Fragrance For Men, 20ml","[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61pOAQs2AsL._AC_UL320_.jpg,4.2,119544,"A refreshing and long-lasting fragrance for men by Titan Skinn, featuring bold and sophisticated notes.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
Healthy Food (Vitamin Chart) Educational Wall Chart For Kids - Both Side Hard Laminated (Size 48 x 73 cm),"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91lZKB3Ln4L._AC_UL320_.jpg,4.3,34288,A bright and informative educational wall chart displaying essential vitamins and healthy food choices for kids.,2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
"Fossil Gen 5E Smartwatch with AMOLED Screen, Wear OS by Google, Built-in Speaker for Phone Calls, Google Assistant, SpO2, ...","[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81gU0NVV5WL._AC_UL320_.jpg,3.9,3427863,"A premium Fossil smartwatch featuring an AMOLED display, Google Wear OS, SpO2 tracking, and built-in speaker for calls.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
Amazon Brand - Presto! Disinfectant Toilet Cleaner - 1 L (Pack of 4),"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71OScamuodL._AC_UL320_.jpg,4.2,137152,"A powerful disinfectant toilet cleaner that removes stains and kills germs, ensuring a hygienic and fresh toilet.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
"MARVIK Trail Loop Band Compatible with Apple Watch Band Ultra 42mm 44mm 45mm 49mm, Nylon Weave Sport Loop Adjustable Strap...","[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71iop5KNFEL._AC_UL320_.jpg,4.2,185155,"A high-quality nylon weave sport loop band, adjustable and compatible with Apple Watch Ultra models for a secure fit.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
ASIAN Women's Trendy-21 Casual Sneaker Colour Changing Shoes with Extra Cushion Lightwight Lace-Up Shoes for Women's & Girl's,"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61M45eURF2L._AC_UL320_.jpg,3.6,185155,"Stylish and lightweight color-changing sneakers for women, featuring extra cushioning for all-day comfort.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
NEW GTA 5 (PC GAME) - (No Online Multiplayer/No ACTIVATION* Code) -EMAIL DELIVERY ‎IN 2 HRS,"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51yDSQKoBrL._AC_UL320_.jpg,,370495,"The popular open-world action game GTA 5, delivered via email within 2 hours, excluding online multiplayer features.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 ...,"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81cB0YABm3L._AC_UL320_.jpg,4.3,222223,"A versatile and waterproof 25L backpack, perfect for school, college, office, and travel with multiple compartments.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
ANNI DESIGNER Women's Cotton Blend Printed Straight Kurta with Pant (Pustak Blue),"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61q-JREtrAL._AC_UL320_.jpg,4.0,481699,"A stylish straight-cut kurta with matching pants, made from a comfortable cotton blend and featuring a unique print.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
"Cetaphil Moisturizing Lotion for Normal to Combination, Sensitive Skin| 100 ml| Moisturizer with Niacinamide, Panthenol| N...","[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61pipsj+PQL._AC_UL320_.jpg,4.3,90075,"A hydrating moisturizer from Cetaphil, suitable for normal to combination sensitive skin.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
Titan Karishma Revive Analog Silver Dial Women's Watch-NL2594BM01,"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/617cYEKOE9L._AC_UL320_.jpg,4.3,369753,"A stylish and elegant analog watch from Titan Karishma, featuring a silver dial and a sleek design for women.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
Multiplication chart Educational Wall Chart For Kids - Both Side Hard Laminated (Size 48 x 73 cm),"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91ba5JpOm6L._AC_UL320_.jpg,4.4,34288,A colorful and durable laminated educational wall chart designed to help kids learn multiplication easily.,2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
Sukkhi Exotic Kundan Gold Plated Wedding Jewellery Choker Necklace Set for Women (N73524),"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71z9eHAeARL._AC_UL320_.jpg,3.7,527292,"A stunning gold-plated Kundan choker necklace set, perfect for weddings and special occasions.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
PRO Creme Luxe Smooth Leather Shoe Moisturizer Cream I 150 ML,"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/618oEAzwRZL._AC_UL320_.jpg,4.3,60236,"A premium leather shoe moisturizer cream that nourishes, protects, and restores smoothness to leather shoes.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
G 1 Garbage Bags | Dustbin Bags | Trash Bags | Medium | 19x21 inches | Pack of 3 | Black | 30 Bags Per Pack,"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81Qym7jB84L._AC_UL320_.jpg,4.2,69502,"A pack of 90 durable black medium-sized garbage bags, perfect for home and office use.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
VLCC Almond Honey Deep Nourishing Skin Brightening Body Lotion (700ml) (Each 350ml) Buy 1 Get 1 Free,"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71JayCy31iL._AC_UL320_.jpg,4.1,64869,"A deeply nourishing body lotion infused with almond and honey, designed for soft and radiant skin.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
SHOPPY VILLA WITH SV LOGO Women Camisole (Comi-Secret_Multicolour_Free Size),"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61+aEr8p4mL._AC_UL320_.jpg,4.1,92485,"A comfortable and stylish camisole for women, available in a multicolor free-size design.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
TIMEX Analog Women's Watch (Dial Colored Strap),"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71WFlzi4ELL._AC_UL320_.jpg,4.4,684831,A fashionable and reliable Timex analog watch with a vibrant dial and a stylish strap.,2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
ZAVERI PEARLS Ethnic Kundan & Pearls Multi Layers Bridal Necklace Set For Women-ZPFK8689,"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71eaAiL-wjL._AC_UL320_.jpg,4.0,585674,"A beautiful multi-layered bridal necklace set featuring Kundan and pearls, ideal for traditional attire.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
BATA womens Ortho Lds Slipper,"[""Fashion""]",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/5126nBsWieL._AC_UL320_.jpg,4.1,111019,"A comfortable and orthopedic slipper for women from BATA, designed for all-day wear and foot support.",2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
Kuber Industries Brocade Jewellery kit with 10 Pouch|Solid Print With Waterproof Outer Material|10 Pouches & Zipper Closur...,"[""Fashion""]",https://m.media-amazon.com/images/I/61aNgsqCIRL._AC_UL320_.jpg,4.1,92485,A stylish and durable brocade jewelry kit with 10 pouches and a waterproof exterior for safe storage.,2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
Sonata Analog Multicolor Small Dial Men's Watch -NM7987SL01W / NL7987SL01W,"[""Fashion""]",https://m.media-amazon.com/images/I/610fTIqLzmL._AC_UL320_.jpg,3.9,101937,A classic Sonata analog watch featuring a multicolor small dial and a sleek leather strap.,2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Waterproof USB Anti Theft ...,"[""Fashion""]",https://m.media-amazon.com/images/I/918t7nycBdL._AC_UL320_.jpg,4.3,528034,A spacious and waterproof 45L laptop backpack with anti-theft features and a USB charging port.,2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
TCCO ENTERPRISE Natural Sneaker & Shoe Cleaner Wipes - 1 Packs of 80 - Portable Sneakers Cleaner Shoe Wipes Quickly Remove...,"[""Fashion""]",https://m.media-amazon.com/images/I/51C4A77KFbL._AC_UL320_.jpg,4.5,185155,Convenient and portable sneaker cleaner wipes designed to quickly remove dirt and stains from shoes.,2025-02-10 01:30:38.319426,2025-02-10 01:30:38.319426
